genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count,genres
"[80, 18]",12143,en,"While investigating a young nun's rape, a corrupt New York City police detective, with a serious drug and gambling addiction, tries to change his ways and find forgiveness.",13.63,1992-11-20,Bad Lieutenant,7.1,729,"Crime, Drama"
"[53, 18, 28, 80]",561362,en,"When an overachieving college senior makes a wrong turn, her road trip becomes a life-changing fight for survival in rural Kentucky.",14.254,2019-01-04,Rust Creek,6.4,261,"Thriller, Drama, Action, Crime"
"[35, 10751]",34549,en,"Max Keeble, the victim of his 7th grade class, plots revenge when he learns he's moving; it backfires when he doesn't move after all.",13.626,2001-10-05,Max Keeble's Big Move,5.8,134,"Comedy, Family"
"[27, 53]",257345,en,A family returns from a Grand Canyon vacation with a supernatural presence in tow.,13.625,2016-05-13,The Darkness,4.8,557,"Horror, Thriller"
"[35, 18, 10751, 10402, 10749]",23367,en,A high school social outcast and the popular girl bond through a shared love of music.,13.625,2009-08-06,Bandslam,5.8,427,"Comedy, Drama, Family, Music, Romance"
"[10751, 16, 9648, 12, 35, 14, 10402]",81900,en,"Scooby and the gang have their first musical mystery in “Scooby Doo: Music of the Vampire.” It begins when they take a sing-a-long road trip into bayou country to attend the “Vampire-Palooza Festival” – an outdoor fair dedicated to all things Draculian. At first it looks as if they’re in for some fun and lots of Southern snacks, but events soon turn scary when a real live vampire comes to life, bursts from his coffin and threatens all the townsfolk. On top of that, this baritone blood sucker seems intent on taking Daphne as his vampire bride! Could the vampire be a descendant of a famous vampire hunter who is trying to sell his book? Or perhaps he’s the local politician, who has been trying to make his name in the press by attacking the vampires as downright unwholesome. The answers are to be found in a final song-filled showdown in the swamp in which our heroes unmask one of their most macabre monsters yet.",13.624,2012-03-13,Scooby-Doo! Music of the Vampire,7.8,173,"Family, Animation, Mystery, Adventure, Comedy, Fantasy, Music"
"[28, 12, 18, 10749]",6520,en,"The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love.",13.624,1995-07-07,First Knight,6.0,1054,"Action, Adventure, Drama, Romance"
[878],484886,en,"When Elias van Dorne, CEO of the world's largest robotics company, introduces his most powerful invention, Kronos-a super-computer designed to end all wars-it determines that humans are the biggest threat and launches a worldwide attack on mankind. A small band of survivors must form an unlikely alliance to survive the greatest artificial intelligence threat man will ever know.",13.623,2017-11-24,Singularity,3.7,176,Science Fiction
"[27, 9648]",595216,en,"Welcome to Paranoia, the ultimate escape game. Rule #1: Nothing is real. Rule #2: One of you will die. Lucas and Chloe, two passionate gamers, decide to participate to Paranoia, a very exclusive escape game. After solving a first riddle, they make it to the location of the finale in an abandoned mental hospital, lost in a frightening forest. There, four other participants are waiting on them. They soon realize that only one of them will get out of there alive.",11.054,2019-05-10,Play or Die,5.5,134,"Horror, Mystery"
"[18, 10749]",446696,en,"As a young New York couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.",13.622,2018-09-21,Life Itself,7.3,477,"Drama, Romance"
"[28, 53]",242166,en,"Disgraced Top Gun fighter pilot Butch Masters leads a rogue squad in recovery of a WMD. Masters must navigate a fractured friendship, a love triangle, and must take to the skies to reclaim his military and personal honor.",9.227,2014-03-12,Red Sky,4.5,56,"Action, Thriller"
[18],22094,en,"In the depression, Chaney, a strong silent streetfighter, joins with Speed, a promoter of no-holds-barred street boxing bouts. They go to New Orleans where Speed borrows money to set up fights for Chaney, but Speed gambles away any winnings.",13.622,1975-08-13,Hard Times,6.7,167,Drama
[18],77878,en,"The story of Aung San Suu Kyi as she becomes the core of Burma's democracy movement, and her relationship with her husband, writer Michael Aris.",13.62,2011-11-30,The Lady,6.8,222,Drama
"[18, 10770]",74549,en,"Beautiful Katie Lapp has always felt something missing in her simple Amish existence -- until a mysterious ""Englisher"" comes to Lancaster County looking for the baby girl she gave up for adoption 19 years ago.",13.619,2011-04-16,The Shunning,6.0,34,"Drama, TV Movie"
"[28, 80, 18, 53]",13804,en,"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",13.618,2009-04-02,Fast & Furious,6.7,6558,"Action, Crime, Drama, Thriller"
"[14, 28, 12, 18]",8840,en,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",13.618,1996-05-31,DragonHeart,6.5,1790,"Fantasy, Action, Adventure, Drama"
"[35, 878, 28]",7290,en,"When odd reports are received through official channels stating that the President of the United States is being held captive on a secret international moon base called Vegan and that he has been replaced on Earth by a clone, the US Marshall Service immediately sends their 'best' man, Dix, on the mission.",13.617,2000-10-31,2001: A Space Travesty,4.3,229,"Comedy, Science Fiction, Action"
"[28, 53]",521647,en,"To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.",13.613,2018-05-01,Darc,6.2,170,"Action, Thriller"
"[18, 10749]",2998,en,"Anthropology student Daria, who's helping a property developer build a village in the Los Angeles desert, and dropout Mark, who's wanted by the authorities for allegedly killing a policeman during a student riot, accidentally encounter each other in Death Valley and soon begin an unrestrained romance.",13.613,1970-02-09,Zabriskie Point,7.1,349,"Drama, Romance"
[53],524247,en,A psychological thriller about a young married couple who buys a beautiful Napa Valley house on several acres of land only to find that the man they bought it from refuses to let go of the property.,13.611,2019-05-03,The Intruder,6.1,511,Thriller
"[35, 10749]",24621,en,"Playboy Thomas Fuentes has so far been able to skate by in life on good looks and charm alone. But when his duplicitous relationships with three women -- impassioned waitress Cici, meticulous lawyer Lorena and bored socialite Patricia -- spiral out of control, he suffers a mental breakdown. His doctor recommends that he choose just one girlfriend -- but can he choose in time before they discover his deception?",13.611,2003-04-16,Chasing Papi,7.1,101,"Comedy, Romance"
"[14, 12]",848,en,The sorcerer and his apprentice Galen are on a mission to kill an evil dragon to save the King’s daughter from being sacrificed according to a pact that the King himself made with the dragon to protect his kingdom.,13.61,1981-06-26,Dragonslayer,6.5,225,"Fantasy, Adventure"
"[14, 10749, 18]",834143,en,"Ivy Morgan, a college student in New Orleans, falls for Ren Owens, the last person she expected to enter her rigidly controlled life.",13.609,2021-05-27,Wicked,8.1,84,"Fantasy, Romance, Drama"
"[12, 14, 16, 35, 878]",23685,en,"After a car crash sends repressed cartoonist Stu into a coma, he and the mischievous Monkeybone, his hilarious alter-ego, wake up in a wacked-out waystation for lost souls. When Monkeybone takes over Stu's body and escapes to wreak havoc on the real world, Stu has to find a way to stop him before his sister pulls the plug on reality forever!",13.609,2001-02-23,Monkeybone,5.1,281,"Adventure, Fantasy, Animation, Comedy, Science Fiction"
"[80, 18]",519674,en,"When a young rancher crosses paths with a Lakota girl from a nearby reservation, her mysterious disappearance sparks a search that uncovers a harrowing past and hints at a dire future.",13.607,2019-10-26,The Bygone,6.9,41,"Crime, Drama"
"[10402, 35, 18]",482981,en,"A young Scottish singer, Rose-Lynn Harlan, dreams of making it as a country artist in Nashville after being released from prison.",13.603,2019-04-12,Wild Rose,6.8,285,"Music, Comedy, Drama"
[28],11037,en,"When Doug's father, an Air Force Pilot, is shot down by MiGs belonging to a radical Middle Eastern state, no one seems able to get him out. Doug finds Chappy, an Air Force Colonel who is intrigued by the idea of sending in two fighters piloted by himself and Doug to rescue Doug's father after bombing the MiG base.",13.602,1986-01-17,Iron Eagle,5.4,252,Action
"[53, 80, 18]",334527,en,Four young men make a risky investment together that gets them into trouble with the mob.,13.599,2015-11-20,Criminal Activities,6.0,262,"Thriller, Crime, Drama"
"[16, 27, 28, 35]",23127,en,"The Haunted World of El Superbeasto is an animated comedy that also combines elements of a horror and thriller film. It is based upon the comic book series created by Rob Zombie that follows the character of El Superbeasto and his sexy sidekick sister, Suzi-X, voiced by Sheri Moon, as they confront an evil villain by the name of Dr. Satan.",13.599,2009-09-12,The Haunted World of El Superbeasto,6.0,148,"Animation, Horror, Action, Comedy"
"[35, 878, 10402]",19596,en,"Miles buys himself a state-of-the-art computer that starts expressing thoughts and emotions after a having champagne spilled on him. Things start getting out of hand when both Miles and Edgar, the computer, fall in love with Madeline, an attractive neighbour.",13.597,1984-07-20,Electric Dreams,6.3,132,"Comedy, Science Fiction, Music"
"[18, 53, 9648]",43566,en,Two parents deal with the effects when their son is accused of murdering his girlfriend.,13.596,1996-02-23,Before and After,6.0,154,"Drama, Thriller, Mystery"
